,package,parameter,MdlN,time,active,is_constant,layer,factor,addition,constant,suffix,path
(CAP)_boundary,CAP,boundary,NBr1,,True,2,1,1.0,0.0,-9999.0,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(CAP)_landuse,CAP,landuse,NBr1,,True,2,1,1.0,0.0,1e+20,.idf,C:\OD\WS_Mdl\models\NBr\In\CAP\LGN\LGN_NBr1.idf
(CAP)_rootzone_thickness,CAP,rootzone_thickness,NBr1,,True,2,1,1.0,0.0,1e+20,.idf,C:\OD\WS_Mdl\models\NBr\In\CAP\RZN\RZN_NBr1.idf
(CAP)_soil_physical_unit,CAP,soil_physical_unit,NBr1,,True,2,1,1.0,0.0,1e+20,.idf,C:\OD\WS_Mdl\models\NBr\In\CAP\SFU\SFU_NBr1.idf
(CAP)_meteo_station_number,CAP,meteo_station_number,NBr1,,True,2,1,1.0,0.0,-9999.0,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(CAP)_surface_elevation,CAP,surface_elevation,NBr1,,True,2,1,1.0,0.0,-9999.0,.idf,C:\OD\WS_Mdl\models\NBr\In\CAP\SEV\SEV_NBr1.IDF
(CAP)_artificial_recharge,CAP,artificial_recharge,NBr1,,True,2,1,1.0,0.0,1e+20,.idf,C:\OD\WS_Mdl\models\NBr\In\CAP\ART\ART_NBr1.idf
(CAP)_artificial_recharge_layer,CAP,artificial_recharge_layer,NBr1,,True,2,1,1.0,0.0,1e+20,.idf,C:\OD\WS_Mdl\models\NBr\In\CAP\ARL\ARL_NBr1.idf
(CAP)_artificial_recharge_capacity,CAP,artificial_recharge_capacity,nan,,True,1,1,1.0,0.0,25.0,-,nan
(CAP)_wetted_area,CAP,wetted_area,NBr1,,True,2,1,1.0,0.0,1e+20,.idf,C:\OD\WS_Mdl\models\NBr\In\CAP\WTA\WTA_NBr1.idf
(CAP)_urban_area,CAP,urban_area,NBr1,,True,2,1,1.0,0.0,1e+20,.idf,C:\OD\WS_Mdl\models\NBr\In\CAP\UBA\UBA_NBr1.idf
(CAP)_urban_ponding_depth,CAP,urban_ponding_depth,nan,,True,1,1,1.0,0.0,0.002,-,nan
(CAP)_rural_ponding_depth,CAP,rural_ponding_depth,nan,,True,1,1,1.0,0.0,0.002,-,nan
(CAP)_urban_runoff_resistance,CAP,urban_runoff_resistance,nan,,True,1,1,1.0,0.0,1.0,-,nan
(CAP)_rural_runoff_resistance,CAP,rural_runoff_resistance,nan,,True,1,1,1.0,0.0,1.0,-,nan
(CAP)_urban_runon_resistance,CAP,urban_runon_resistance,nan,,True,1,1,1.0,0.0,1.0,-,nan
(CAP)_rural_runon_resistance,CAP,rural_runon_resistance,nan,,True,1,1,1.0,0.0,1.0,-,nan
(CAP)_urban_infiltration_capacity,CAP,urban_infiltration_capacity,nan,,True,1,1,1.0,0.0,0.0,-,nan
(CAP)_rural_infiltration_capacity,CAP,rural_infiltration_capacity,nan,,True,1,1,1.0,0.0,1.05,-,nan
(CAP)_perched_water_table_level,CAP,perched_water_table_level,nan,,True,1,1,1.0,0.0,-9999.0,-,nan
(CAP)_soil_moisture_fraction,CAP,soil_moisture_fraction,nan,,True,1,1,1.0,0.0,1.0,-,nan
(CAP)_conductivitiy_factor,CAP,conductivitiy_factor,nan,,True,1,1,1.0,0.0,1.0,-,nan
EXTRA,-,-,-,-,Failed to read package,-,-,-,-,-,-,-
(BND)_ibound_Sys1,BND,ibound,NBr1,,True,2,1,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys2,BND,ibound,NBr1,,True,2,2,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys3,BND,ibound,NBr1,,True,2,3,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys4,BND,ibound,NBr1,,True,2,4,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys5,BND,ibound,NBr1,,True,2,5,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys6,BND,ibound,NBr1,,True,2,6,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys7,BND,ibound,NBr1,,True,2,7,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys8,BND,ibound,NBr1,,True,2,8,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys9,BND,ibound,NBr1,,True,2,9,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys10,BND,ibound,NBr1,,True,2,10,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys11,BND,ibound,NBr1,,True,2,11,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys12,BND,ibound,NBr1,,True,2,12,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys13,BND,ibound,NBr1,,True,2,13,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys14,BND,ibound,NBr1,,True,2,14,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys15,BND,ibound,NBr1,,True,2,15,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys16,BND,ibound,NBr1,,True,2,16,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys17,BND,ibound,NBr1,,True,2,17,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys18,BND,ibound,NBr1,,True,2,18,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys19,BND,ibound,NBr1,,True,2,19,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys20,BND,ibound,NBr1,,True,2,20,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys21,BND,ibound,NBr1,,True,2,21,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys22,BND,ibound,NBr1,,True,2,22,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys23,BND,ibound,NBr1,,True,2,23,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys24,BND,ibound,NBr1,,True,2,24,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys25,BND,ibound,NBr1,,True,2,25,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys26,BND,ibound,NBr1,,True,2,26,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys27,BND,ibound,NBr1,,True,2,27,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys28,BND,ibound,NBr1,,True,2,28,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys29,BND,ibound,NBr1,,True,2,29,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys30,BND,ibound,NBr1,,True,2,30,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys31,BND,ibound,NBr1,,True,2,31,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys32,BND,ibound,NBr1,,True,2,32,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys33,BND,ibound,NBr1,,True,2,33,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys34,BND,ibound,NBr1,,True,2,34,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys35,BND,ibound,NBr1,,True,2,35,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys36,BND,ibound,NBr1,,True,2,36,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(BND)_ibound_Sys37,BND,ibound,NBr1,,True,2,37,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BND\BND_L1_NBr1.IDF
(TOP)_top_Sys1,TOP,top,NBr1,,True,2,1,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L1_NBr1.idf
(TOP)_top_Sys2,TOP,top,NBr1,,True,2,2,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L2_NBr1.idf
(TOP)_top_Sys3,TOP,top,NBr1,,True,2,3,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L3_NBr1.idf
(TOP)_top_Sys4,TOP,top,NBr1,,True,2,4,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L4_NBr1.idf
(TOP)_top_Sys5,TOP,top,NBr1,,True,2,5,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L5_NBr1.idf
(TOP)_top_Sys6,TOP,top,NBr1,,True,2,6,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L6_NBr1.idf
(TOP)_top_Sys7,TOP,top,NBr1,,True,2,7,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L7_NBr1.idf
(TOP)_top_Sys8,TOP,top,NBr1,,True,2,8,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L8_NBr1.idf
(TOP)_top_Sys9,TOP,top,NBr1,,True,2,9,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L9_NBr1.idf
(TOP)_top_Sys10,TOP,top,NBr1,,True,2,10,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L10_NBr1.idf
(TOP)_top_Sys11,TOP,top,NBr1,,True,2,11,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L11_NBr1.idf
(TOP)_top_Sys12,TOP,top,NBr1,,True,2,12,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L12_NBr1.idf
(TOP)_top_Sys13,TOP,top,NBr1,,True,2,13,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L13_NBr1.idf
(TOP)_top_Sys14,TOP,top,NBr1,,True,2,14,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L14_NBr1.idf
(TOP)_top_Sys15,TOP,top,NBr1,,True,2,15,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L15_NBr1.idf
(TOP)_top_Sys16,TOP,top,NBr1,,True,2,16,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L16_NBr1.idf
(TOP)_top_Sys17,TOP,top,NBr1,,True,2,17,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L17_NBr1.idf
(TOP)_top_Sys18,TOP,top,NBr1,,True,2,18,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L18_NBr1.idf
(TOP)_top_Sys19,TOP,top,NBr1,,True,2,19,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L19_NBr1.idf
(TOP)_top_Sys20,TOP,top,NBr1,,True,2,20,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L20_NBr1.idf
(TOP)_top_Sys21,TOP,top,NBr1,,True,2,21,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L21_NBr1.idf
(TOP)_top_Sys22,TOP,top,NBr1,,True,2,22,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L22_NBr1.idf
(TOP)_top_Sys23,TOP,top,NBr1,,True,2,23,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L23_NBr1.idf
(TOP)_top_Sys24,TOP,top,NBr1,,True,2,24,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L24_NBr1.idf
(TOP)_top_Sys25,TOP,top,NBr1,,True,2,25,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L25_NBr1.idf
(TOP)_top_Sys26,TOP,top,NBr1,,True,2,26,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L26_NBr1.idf
(TOP)_top_Sys27,TOP,top,NBr1,,True,2,27,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L27_NBr1.idf
(TOP)_top_Sys28,TOP,top,NBr1,,True,2,28,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L28_NBr1.idf
(TOP)_top_Sys29,TOP,top,NBr1,,True,2,29,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L29_NBr1.idf
(TOP)_top_Sys30,TOP,top,NBr1,,True,2,30,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L30_NBr1.idf
(TOP)_top_Sys31,TOP,top,NBr1,,True,2,31,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L31_NBr1.idf
(TOP)_top_Sys32,TOP,top,NBr1,,True,2,32,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L32_NBr1.idf
(TOP)_top_Sys33,TOP,top,NBr1,,True,2,33,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L33_NBr1.idf
(TOP)_top_Sys34,TOP,top,NBr1,,True,2,34,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L34_NBr1.idf
(TOP)_top_Sys35,TOP,top,NBr1,,True,2,35,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L35_NBr1.idf
(TOP)_top_Sys36,TOP,top,NBr1,,True,2,36,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L36_NBr1.idf
(TOP)_top_Sys37,TOP,top,NBr1,,True,2,37,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\TOP\TOP_L37_NBr1.idf
(BOT)_bottom_Sys1,BOT,bottom,NBr1,,True,2,1,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L1_NBr1.idf
(BOT)_bottom_Sys2,BOT,bottom,NBr1,,True,2,2,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L2_NBr1.idf
(BOT)_bottom_Sys3,BOT,bottom,NBr1,,True,2,3,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L3_NBr1.idf
(BOT)_bottom_Sys4,BOT,bottom,NBr1,,True,2,4,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L4_NBr1.idf
(BOT)_bottom_Sys5,BOT,bottom,NBr1,,True,2,5,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L5_NBr1.idf
(BOT)_bottom_Sys6,BOT,bottom,NBr1,,True,2,6,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L6_NBr1.idf
(BOT)_bottom_Sys7,BOT,bottom,NBr1,,True,2,7,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L7_NBr1.idf
(BOT)_bottom_Sys8,BOT,bottom,NBr1,,True,2,8,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L8_NBr1.idf
(BOT)_bottom_Sys9,BOT,bottom,NBr1,,True,2,9,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L9_NBr1.idf
(BOT)_bottom_Sys10,BOT,bottom,NBr1,,True,2,10,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L10_NBr1.idf
(BOT)_bottom_Sys11,BOT,bottom,NBr1,,True,2,11,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L11_NBr1.idf
(BOT)_bottom_Sys12,BOT,bottom,NBr1,,True,2,12,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L12_NBr1.idf
(BOT)_bottom_Sys13,BOT,bottom,NBr1,,True,2,13,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L13_NBr1.idf
(BOT)_bottom_Sys14,BOT,bottom,NBr1,,True,2,14,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L14_NBr1.idf
(BOT)_bottom_Sys15,BOT,bottom,NBr1,,True,2,15,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L15_NBr1.idf
(BOT)_bottom_Sys16,BOT,bottom,NBr1,,True,2,16,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L16_NBr1.idf
(BOT)_bottom_Sys17,BOT,bottom,NBr1,,True,2,17,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L17_NBr1.idf
(BOT)_bottom_Sys18,BOT,bottom,NBr1,,True,2,18,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L18_NBr1.idf
(BOT)_bottom_Sys19,BOT,bottom,NBr1,,True,2,19,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L19_NBr1.idf
(BOT)_bottom_Sys20,BOT,bottom,NBr1,,True,2,20,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L20_NBr1.idf
(BOT)_bottom_Sys21,BOT,bottom,NBr1,,True,2,21,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L21_NBr1.idf
(BOT)_bottom_Sys22,BOT,bottom,NBr1,,True,2,22,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L22_NBr1.idf
(BOT)_bottom_Sys23,BOT,bottom,NBr1,,True,2,23,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L23_NBr1.idf
(BOT)_bottom_Sys24,BOT,bottom,NBr1,,True,2,24,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L24_NBr1.idf
(BOT)_bottom_Sys25,BOT,bottom,NBr1,,True,2,25,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L25_NBr1.idf
(BOT)_bottom_Sys26,BOT,bottom,NBr1,,True,2,26,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L26_NBr1.idf
(BOT)_bottom_Sys27,BOT,bottom,NBr1,,True,2,27,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L27_NBr1.idf
(BOT)_bottom_Sys28,BOT,bottom,NBr1,,True,2,28,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L28_NBr1.idf
(BOT)_bottom_Sys29,BOT,bottom,NBr1,,True,2,29,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L29_NBr1.idf
(BOT)_bottom_Sys30,BOT,bottom,NBr1,,True,2,30,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L30_NBr1.idf
(BOT)_bottom_Sys31,BOT,bottom,NBr1,,True,2,31,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L31_NBr1.idf
(BOT)_bottom_Sys32,BOT,bottom,NBr1,,True,2,32,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L32_NBr1.idf
(BOT)_bottom_Sys33,BOT,bottom,NBr1,,True,2,33,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L33_NBr1.idf
(BOT)_bottom_Sys34,BOT,bottom,NBr1,,True,2,34,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L34_NBr1.idf
(BOT)_bottom_Sys35,BOT,bottom,NBr1,,True,2,35,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L35_NBr1.idf
(BOT)_bottom_Sys36,BOT,bottom,NBr1,,True,2,36,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L36_NBr1.idf
(BOT)_bottom_Sys37,BOT,bottom,NBr1,,True,2,37,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\BOT\BOT_L37_NBr1.idf
(KHV)_kh_Sys1,KHV,kh,NBr1,,True,2,1,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L1_NBr1.idf
(KHV)_kh_Sys2,KHV,kh,NBr1,,True,2,2,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L2_NBr1.idf
(KHV)_kh_Sys3,KHV,kh,NBr1,,True,2,3,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L3_NBr1.idf
(KHV)_kh_Sys4,KHV,kh,NBr1,,True,2,4,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L4_NBr1.idf
(KHV)_kh_Sys5,KHV,kh,NBr1,,True,2,5,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L5_NBr1.idf
(KHV)_kh_Sys6,KHV,kh,NBr1,,True,2,6,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L6_NBr1.idf
(KHV)_kh_Sys7,KHV,kh,NBr1,,True,2,7,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L7_NBr1.idf
(KHV)_kh_Sys8,KHV,kh,NBr1,,True,2,8,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L8_NBr1.idf
(KHV)_kh_Sys9,KHV,kh,NBr1,,True,2,9,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L9_NBr1.idf
(KHV)_kh_Sys10,KHV,kh,NBr1,,True,2,10,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L10_NBr1.idf
(KHV)_kh_Sys11,KHV,kh,NBr1,,True,2,11,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L11_NBr1.idf
(KHV)_kh_Sys12,KHV,kh,NBr1,,True,2,12,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L12_NBr1.idf
(KHV)_kh_Sys13,KHV,kh,NBr1,,True,2,13,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L13_NBr1.idf
(KHV)_kh_Sys14,KHV,kh,NBr1,,True,2,14,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L14_NBr1.idf
(KHV)_kh_Sys15,KHV,kh,NBr1,,True,2,15,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L15_NBr1.idf
(KHV)_kh_Sys16,KHV,kh,NBr1,,True,2,16,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L16_NBr1.idf
(KHV)_kh_Sys17,KHV,kh,NBr1,,True,2,17,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L17_NBr1.idf
(KHV)_kh_Sys18,KHV,kh,NBr1,,True,2,18,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L18_NBr1.idf
(KHV)_kh_Sys19,KHV,kh,NBr1,,True,2,19,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L19_NBr1.idf
(KHV)_kh_Sys20,KHV,kh,NBr1,,True,2,20,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L20_NBr1.idf
(KHV)_kh_Sys21,KHV,kh,NBr1,,True,2,21,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L21_NBr1.idf
(KHV)_kh_Sys22,KHV,kh,NBr1,,True,2,22,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L22_NBr1.idf
(KHV)_kh_Sys23,KHV,kh,NBr1,,True,2,23,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L23_NBr1.idf
(KHV)_kh_Sys24,KHV,kh,NBr1,,True,2,24,1.0,0.0,-999.99,.idf,C:\OD\WS_Mdl\models\NBr\In\KHV\KHV_L24_NBr1.idf
